ownership,papan_pencatatan,ipo_raised_fund,float,price_cat,underwriter_freq_cat,underwriter_avg_aset_cat,underwriter_highest_short_rep,underwriter_highest_mid_rep,underwriter_highest_long_rep,underwriter_has_bigbank,total_aset_cat,equity,leverage_ratio,revenue,turnover_ratio,per,pbv,1d,1w,1m,6m,1y
3,1,151500000000.0,0.2,0,2,0,1,0,0,0,0,65203052275.0,0.11933177761654104,6504689740.0,0.089125058239569,100.0,10.0,0,1,1,0,0
3,0,491647000000.0,0.25,0,2,2,2,2,0,0,2,1080000000000.0,0.6018518518518519,455000000000.0,0.2630057803468208,47.93482656778503,1.8209148148148149,0,1,1,2,2
3,1,112500000000.0,0.2,1,2,1,2,0,0,0,1,118000000000.0,1.0084745762711864,20915132345.0,0.08824950356540084,100.0,4.766949152542373,0,1,0,0,0
1,0,2250315000000.0,0.1,1,2,2,1,0,0,1,2,2650000000000.0,1.5509433962264152,4400000000000.0,0.650887573964497,44.56069306930693,8.491754716981132,2,1,0,0,0
3,2,25998121480.32,0.2313,0,2,1,2,1,2,0,0,38607354000.0,0.06903811641688783,11981896000.0,0.2903102152212697,47.45469592476489,2.9113625968772685,1,0,0,0,0
3,1,57011044852.0,0.1444,0,2,2,1,0,0,0,0,72224127720.0,0.061888215934274765,7525201923.0,0.09811988963990216,-1043.3167778803129,5.466501880515892,2,0,0,0,0
2,1,100871348339.28001,0.1564,0,2,2,2,2,2,1,1,35463179968.0,1.8013835818345754,9282591159.0,0.09343701760223071,-295.05474617131284,10.0,0,1,1,2,2
3,1,232246692582.91202,0.2624,0,2,0,0,0,1,0,1,82000000000.0,3.817073170731707,4330212224.0,0.010962562592405063,100.0,10.0,1,0,0,2,2
2,0,404625000000.0,0.2,1,2,2,1,1,0,1,2,938000000000.0,0.5031982942430704,360000000000.0,0.2553191489361702,100.0,2.1568496801705757,2,0,0,0,0
3,1,38497900000.00001,0.2558,0,2,0,0,1,0,0,0,55434831221.0,0.3334055600587539,44960222680.0,0.6082518832173656,50.96919611270438,2.7148995800132805,1,0,0,0,0
3,1,101828573280.0,0.3,0,2,2,2,2,0,0,1,79687034485.0,1.0204039595714414,59417766384.0,0.3690544495900621,41.6141899975048,4.259520758849331,0,1,1,0,0
3,2,33917000000.000004,0.2609,0,2,0,1,0,0,0,0,11234257992.0,1.5222681991261147,37693608446.0,1.3302462932652253,100.0,10.0,0,1,0,0,0
1,1,270696750000.0,0.15,0,2,1,1,0,1,0,2,2090000000000.0,0.5550239234449761,353000000000.0,0.10861538461538461,23.05397415484019,0.8634665071770335,2,1,1,0,0
3,2,36003600000.0,0.2466,0,2,2,2,1,0,0,1,81237918759.0,0.1393134100785439,1571354165.0,0.016977435264726372,100.0,1.7971903050978308,1,0,0,0,0
3,1,60950000000.0,0.2,0,2,0,1,0,0,0,1,92939056128.0,0.04289433737641498,5941174501.0,0.06129622679327077,-487.28925525209434,3.279030503390137,2,1,1,2,2
1,1,142039780878.24,0.2001,1,2,1,1,0,0,1,1,386000000000.0,0.805699481865285,162000000000.0,0.23242467718794835,-1375.0749958816655,1.838974047668394,2,0,0,0,0
3,2,39998560000.0,0.3976,0,2,0,1,0,0,0,0,14783992420.0,1.443596956538483,3865005006.0,0.10698644430965347,100.0,6.804657168513348,1,0,0,0,0
1,1,53993834520.0,0.1019,0,2,2,0,2,0,0,0,52366691904.0,0.4855922865361986,18291976417.0,0.23512881622407578,100.0,10.0,1,0,0,0,0
3,1,109982400000.0,0.2083,0,2,2,2,1,0,0,0,44261377251.0,0.32617855992435985,16124333459.0,0.2746975873576441,100.0,10.0,0,1,1,2,2
3,1,89094654000.0,0.2076,0,2,1,1,1,1,0,0,54005677620.0,0.4077232268046857,13846817245.0,0.18213493886826154,71.61938469836355,7.946664478867064,1,0,0,0,0
1,0,3135600000000.0,0.03,2,2,2,1,1,0,1,2,7500000000000.0,6.266666666666667,2310000000000.0,0.04238532110091743,100.0,10.0,0,1,1,2,2
3,1,118046016090.0,0.1101,0,2,2,2,2,0,0,0,51500735736.0,0.3706291469668724,10859348665.0,0.15384039311069056,54.9963072880831,10.0,0,1,1,0,0
3,1,91562656000.0,0.25,0,2,1,1,0,0,1,1,77255353525.0,0.38501728511765293,69544387366.0,0.6499475454766355,30.850759903879194,4.7407798591133306,2,0,0,0,0
3,2,29997000000.0,0.2727,0,2,0,0,0,0,0,0,25872078265.0,0.42060121307382725,13168664110.0,0.3582929170337421,100.0,4.251687818554919,1,0,0,0,0
3,2,49997500000.0,0.2857,0,2,0,2,1,0,0,0,14063836089.0,0.07979959620531951,3883986712.0,0.2557589136271886,100.0,10.0,0,0,1,0,0
3,1,40098816000.0,0.229,0,2,0,0,0,1,0,0,51055571311.0,0.029931717514063958,12375275001.0,0.23534408389875494,100.0,3.429674676116563,2,0,0,0,0
3,1,55593862500.0,0.2,0,1,2,0,0,0,1,1,183000000000.0,1.2677595628415301,143000000000.0,0.344578313253012,35.54557173878541,1.5189579918032787,2,1,1,2,2
3,0,637965896700.0,0.15,2,2,2,0,0,2,1,2,1286000000000.0,0.6951788491446346,745000000000.0,0.34174311926605505,85.62379929187848,3.307236374805599,2,0,0,2,2
3,1,80000000000.0,0.2,0,2,1,1,0,0,1,1,120000000000.0,1.225,116000000000.0,0.4344569288389513,93.98496240601503,3.3333333333333335,0,1,1,2,2
3,1,215368750000.0,0.2,0,2,0,1,0,0,0,1,121960033739.0,0.45129510523740934,9084543299.0,0.05132510338418079,-181.98322723772975,8.829480584635572,1,0,0,0,0
3,1,125000000000.0,0.2,0,2,1,1,1,1,0,1,345909814996.0,0.10722501471786483,82616225184.0,0.21570815974934726,58.157387086250516,1.8068293321113982,1,0,0,0,0
3,1,179622900600.0,0.3,1,0,0,2,0,0,0,1,77000000000.0,1.4545454545454546,183000000000.0,0.9682539682539683,100.0,7.775883142857143,0,1,0,0,0
3,1,532784952000.0,0.2,1,2,2,2,2,0,1,1,119000000000.0,1.2352941176470589,379000000000.0,1.4248120300751879,65.69972318870514,10.0,2,1,1,2,0
3,1,264705880500.0,0.15,1,2,2,2,2,1,1,2,1001000000000.0,0.42857142857142855,567000000000.0,0.3965034965034965,31.022821356852734,1.762942927072927,2,1,1,0,2
3,1,81484375000.0,0.2,0,2,0,2,1,1,0,1,22607380916.0,2.8065295976897318,92317161613.0,1.0727610095203068,100.0,10.0,0,1,0,0,0
3,2,76250000000.0,0.2,0,2,2,0,2,0,0,1,70513508303.0,0.6308931829889866,34880657674.0,0.30331006673043476,100.0,5.406765443604792,1,0,1,2,0
3,1,74933393565.6,0.2,0,2,1,1,0,0,1,1,55704987901.0,0.8669782351417228,22767290135.0,0.21891625129807693,90.09622426476847,6.725914176552116,0,0,0,0,0
3,1,20600000000.0,0.2,0,2,0,0,0,0,0,0,52925014634.0,0.3972609758428508,14725921772.0,0.19913333743224562,71.97934882013422,1.9461496744458322,2,0,0,0,0
3,1,183750000000.0,0.2,0,2,1,2,0,0,0,1,168000000000.0,0.7678571428571429,112000000000.0,0.3771043771043771,100.0,5.46875,0,1,0,0,0
1,1,84232400000.0,0.2,1,2,0,1,0,0,0,0,39866629686.0,0.3888601032518192,486000000000.0,8.777447585334393,34.90616179009073,10.0,0,0,0,0,0
3,0,860923520000.0,0.2,1,2,2,2,2,2,0,2,620000000000.0,2.0,663000000000.0,0.3564516129032258,25.931431325301205,6.942931612903226,0,1,1,2,2
2,1,109375000000.0,0.2,0,2,0,2,1,1,0,1,38038012000.0,1.3049000825805512,1350000000000.0,15.397983642026217,100.0,10.0,2,0,0,0,0
3,1,400000002000.0,0.25,1,2,2,2,2,0,1,1,216000000000.0,2.8564814814814814,480000000000.0,0.5762304921968787,34.779616173566836,7.407407444444445,1,0,0,0,0
3,1,74750000000.0,0.2,0,2,1,2,1,2,0,1,149000000000.0,0.7449664429530202,132000000000.0,0.5076923076923077,21.781579184594626,2.5083892617449663,0,1,1,2,2
3,2,49434875750.00001,0.2503,0,2,0,2,1,1,0,0,31660819040.0,0.5883062413978536,16546905932.0,0.32904887472668126,69.61577610027054,6.2380729870088665,0,0,1,2,2
3,1,119638594604.672,0.176,0,2,2,1,0,0,0,1,171000000000.0,0.7192982456140351,134000000000.0,0.4557823129251701,34.5996375186037,3.975232409777778,2,1,0,2,2
3,1,76117387500.0,0.2079,0,2,0,1,0,0,0,1,78117711554.0,0.792167195056949,131000000000.0,0.9357142857142857,41.63120777462435,4.686837244930182,2,1,0,0,0
3,1,62550000000.0,0.2,1,2,0,2,1,0,0,0,62746675051.0,0.23862689090425954,96844728135.0,1.2460766629107276,35.11810247168421,4.984327850771364,1,0,0,0,0
3,1,73800000000.0,0.2,0,2,0,2,2,0,0,1,106000000000.0,1.169811320754717,256000000000.0,1.1130434782608696,18.09778062873331,3.4811320754716983,2,0,1,2,2
2,1,66803696384.8,0.2008,0,2,2,1,0,0,0,1,160885947171.0,0.37364390045270324,30931147656.0,0.13995994414479637,100.0,2.0678482915999985,2,0,0,2,2
3,1,120000000000.0,0.2,0,2,1,1,1,1,0,1,302659663743.0,0.08042147392877672,108000000000.0,0.3302752293577982,25.80364408542033,1.9824247228050949,0,1,1,0,0
3,1,120022320000.0,0.1936,0,1,0,2,2,0,0,0,48698174981.0,0.08577602375509441,30750596199.0,0.5815681409083621,100.0,10.0,0,1,1,0,0
3,1,51700000000.0,0.2,0,2,1,1,0,0,1,1,94962258985.0,0.4321479022680181,179000000000.0,1.3161764705882353,8.794650381383633,2.722134064237373,0,1,1,2,2
3,1,72187500000.0,0.2,0,2,1,1,0,0,1,1,71680000000.0,0.21833147321428573,48500000000.0,0.5553647085766632,100.0,5.035400390625,0,1,0,0,0
3,1,68213749999.99999,0.205,0,2,0,1,0,0,0,1,71566495599.0,0.578951142629079,123000000000.0,1.0884955752212389,35.69877598889573,4.649522059378992,2,0,0,0,1
3,2,30000000000.0,0.3,0,2,0,2,1,0,0,0,17712414377.0,0.40196038295293546,49130209616.0,1.978495705145293,34.05492820172243,5.645757708212407,0,1,1,2,1
3,1,71400000000.0,0.25,0,2,2,2,1,1,0,1,63000000000.0,2.507936507936508,238000000000.0,1.0769230769230769,6.297140023794471,4.533333333333333,0,1,1,0,1
3,0,390124935200.0,0.1001,0,2,2,2,2,2,0,2,7577000000000.0,0.024152039065593243,178000000000.0,0.022938144329896906,64.76533348028875,0.5143661079582948,0,1,1,2,1
3,1,45800500000.0,0.1318,1,2,2,2,1,0,0,1,24000000000.0,9.333333333333334,116000000000.0,0.46774193548387094,100.0,10.0,0,1,0,0,1
3,1,244036165680.0,0.15,0,2,1,2,1,2,0,2,754000000000.0,1.0291777188328912,1360000000000.0,0.8888888888888888,10.774223650331125,2.1577026143236075,0,1,1,2,1
3,1,75000000000.0,0.2,0,2,2,1,0,0,0,2,754000000000.0,1.0291777188328912,1360000000000.0,0.8888888888888888,2.4834437086092715,0.49734748010610075,0,1,1,2,1
3,1,94491900000.0,0.1772,0,2,1,2,1,2,0,1,49000000000.0,2.2653061224489797,137000000000.0,0.85625,100.0,10.0,2,1,0,2,1
2,1,60757087500.00001,0.2609,0,2,2,1,0,0,0,1,95583931150.0,0.7471555939452487,39183529825.0,0.23463191511976048,49.49554631231509,2.4363404726946096,0,1,1,2,1
3,1,164500000000.0,0.2,0,2,0,1,0,0,0,1,198000000000.0,0.5959595959595959,81713958951.0,0.258588477693038,100.0,4.154040404040404,0,1,1,2,1
3,1,218751894075.0,0.2354,0,2,1,1,0,0,1,1,311995003402.0,0.10899211919168195,67096470588.0,0.19392043522543354,100.0,2.9785008249078997,2,0,0,0,1
3,1,55678297600.0,0.2281,0,0,0,0,0,0,0,1,41464857252.0,1.2519027803838922,26793959256.0,0.2869505628123789,100.0,5.886816359128461,2,0,0,2,1
3,0,263955472000.0,0.1502,2,1,1,2,2,2,0,2,1270000000000.0,1.7007874015748032,2590000000000.0,0.7551020408163265,20.69012688561447,1.3837480314960628,0,1,1,1,1
3,1,100042997600.0,0.2857,0,2,2,2,2,0,1,1,264000000000.0,1.0227272727272727,48967808500.0,0.09170001591760299,100.0,1.3263939393939395,0,1,1,1,1
3,1,80260700000.0,0.2308,0,2,0,2,1,0,0,1,79578170295.0,1.2493605889207886,67291878880.0,0.37593228424581004,44.88295235312472,4.369917010040247,0,1,1,1,1
3,0,4321724926800.0,0.1,4,2,2,2,2,0,0,1,43140947640.0,0.99672984026273,42118981905.0,0.4889549824610098,100.0,10.0,0,1,1,1,1
3,0,4156414680000.0,0.1,2,2,2,1,0,0,1,2,2130000000000.0,1.272300469483568,3210000000000.0,0.6632231404958677,77.83548089887641,10.0,2,1,0,1,1
2,1,41198990625.0,0.1203,0,2,1,1,0,1,0,1,166815816000.0,0.5705944812810795,630000000000.0,2.404580152671756,21.506179713118435,2.0529753006153806,0,1,0,1,1
3,1,624462374000.0,0.2,2,2,2,2,2,2,0,1,339000000000.0,1.4188790560471976,453000000000.0,0.552439024390244,26.019265583333333,9.210359498525074,0,1,1,1,1
2,1,144944996040.0,0.15,1,2,1,1,0,0,1,2,1167280149000.0,0.04516469422114708,126000000000.0,0.10327868852459017,23.302931891385906,0.8278218167488086,0,0,0,1,1
3,1,260000000000.0,0.2,0,2,2,1,0,0,1,1,470000000000.0,0.548936170212766,56516437000.0,0.07763246840659341,49.41516768923121,2.765957446808511,2,0,0,1,1
3,1,61224901499.99999,0.3001,1,2,1,1,1,1,0,0,19577430012.0,1.4297544994334264,40950293938.0,0.8608727250878015,100.0,10.0,0,0,0,1,1
3,0,202941178500.0,0.15,1,2,2,2,2,0,1,2,30000000000.0,58.666666666666664,1480000000000.0,0.8268156424581006,41.33642499236175,10.0,0,1,1,1,1
2,1,59493000000.0,0.2833,1,0,0,2,2,0,0,0,27473750113.0,0.8958056651448731,54758628634.0,1.0513342251500006,16.60748951298208,7.643659825697855,0,1,1,1,1
3,0,2301591467000.0,0.1,3,2,2,2,2,0,0,2,8200000000000.0,1.2195121951219512,969000000000.0,0.05324175824175824,48.049926242171196,2.8068188621951218,0,1,1,1,1
3,0,132335703720.0,0.15,1,2,2,2,2,0,0,2,630000000000.0,1.3968253968253967,1360000000000.0,0.9006622516556292,3.921057888,1.4003778171428571,0,1,1,1,1
2,1,53103945920.0,0.2168,0,2,0,0,0,0,0,0,59158929209.0,0.25305529293999635,39106954374.0,0.5275497903781559,33.364525925846365,4.140446814624494,1,0,0,1,1
3,0,2042132799300.0,0.1,3,2,2,1,0,0,1,2,2109000000000.0,0.2754860123281176,2410000000000.0,0.895910780669145,42.19282643181818,9.682943571834993,2,0,0,1,1
2,1,353438145213.808,0.2108,0,2,2,1,0,0,1,1,224000000000.0,1.7008928571428572,727000000000.0,1.2016528925619834,39.592763306665454,7.485051530178571,0,1,2,1,1
3,0,658602775000.0,0.25,0,2,2,1,0,0,1,2,2110000000000.0,1.6966824644549763,10800000000000.0,1.898066783831283,10.41269209486166,1.2485360663507108,1,0,2,1,1
