iter	Logloss
196	0.4543834132
197	0.4539508181
198	0.4529341588
199	0.4522859055
200	0.4516104644
201	0.4510306722
202	0.450445499
203	0.449559106
204	0.4490316221
205	0.4489295298
206	0.4483212872
207	0.4474884868
208	0.446917003
209	0.4461295605
210	0.4455896327
211	0.4446400318
212	0.4442261838
213	0.4428426427
214	0.4424062451
215	0.4418273734
216	0.4413885032
217	0.4407241977
218	0.4399811552
219	0.4390139985
220	0.4383326283
221	0.4372512465
222	0.4369019018
223	0.4359540896
224	0.4350743662
225	0.4344228254
226	0.4334776223
227	0.4325813215
228	0.4318057188
229	0.431034729
230	0.4299701182
231	0.4290238945
232	0.4281328536
233	0.4274337599
234	0.4269775539
235	0.4260856909
236	0.4253626159
237	0.4251223901
238	0.424645038
239	0.4241101594
240	0.4234449433
241	0.422730009
242	0.4222653607
243	0.4214355153
244	0.4208908898
245	0.4202830423
246	0.4196013212
247	0.4188474613
248	0.418336306
249	0.4173922293
250	0.4167132378
251	0.4162058296
252	0.4155161922
253	0.4149816417
254	0.4145106747
255	0.4137733462
256	0.4131413108
257	0.4124149883
258	0.4117466807
259	0.4112608052
260	0.4105942028
261	0.4100201388
262	0.4093203121
263	0.4086654825
264	0.4080089779
265	0.4074740736
266	0.406961865
267	0.4063521058
268	0.4058578856
269	0.4052830695
270	0.4045818387
271	0.4038437464
272	0.4034857602
273	0.4034457907
274	0.4027270073
275	0.4019974753
276	0.4011583679
277	0.4005292937
278	0.3999671573
279	0.399565207
280	0.3984740008
281	0.397692488
282	0.3969683727
283	0.3963782105
284	0.3960705326
285	0.3953065024
286	0.3945384056
287	0.3939588924
288	0.3935053072
289	0.3929575934
290	0.392279
291	0.3919710886
292	0.3910265436
293	0.3905801478
294	0.3899878866
295	0.3893777384
296	0.3887745793
297	0.3883188035
298	0.3876213849
299	0.3871014327
300	0.386754369
301	0.386338465
302	0.3855541969
303	0.3852570346
304	0.3845653552
305	0.3841031028
306	0.383728954
307	0.3831996942
308	0.38264003
309	0.3818666757
310	0.3812744962
311	0.3807631522
312	0.3802694181
313	0.379481511
314	0.3788860434
315	0.3783495568
316	0.3778279749
317	0.3770663959
318	0.3764876895
319	0.3759059728
320	0.3752402172
321	0.374388881
322	0.3741978407
323	0.373802394
324	0.3734026391
325	0.3731362746
326	0.3727317969
327	0.3724282507
328	0.3720093032
329	0.3715105481
330	0.3711232881
331	0.3705504764
332	0.3700325071
333	0.3695752031
334	0.3691637793
335	0.368781684
336	0.3683209942
337	0.3675532581
338	0.3673310403
339	0.366847171
340	0.3662175807
341	0.3654238072
342	0.3649184771
343	0.3643236971
344	0.3638409364
345	0.3631254668
346	0.3624042014
347	0.362128479
348	0.3613599864
349	0.3607063656
350	0.3602328233
351	0.359690606
352	0.359170521
353	0.3583372721
354	0.357808094
355	0.3573868066
356	0.357090416
357	0.3566029594
358	0.3563265807
359	0.3556879642
360	0.3552353364
361	0.3544946233
362	0.3540291565
363	0.353296809
364	0.3525739189
365	0.352202287
366	0.3518415978
367	0.3513678073
368	0.3507649647
369	0.3499840996
370	0.3497550543
371	0.3494255739
372	0.3490979671
373	0.3486042096
374	0.3482511468
375	0.347744393
376	0.3473594183
377	0.3468195065
378	0.3463359211
379	0.3458773021
380	0.3456762163
381	0.3453883775
382	0.345066489
383	0.3449120263
384	0.3444417777
385	0.3442824268
386	0.3439466062
387	0.3432801151
388	0.3429716524
389	0.3426136737
390	0.3421715154
391	0.3416805329
392	0.3413141333
393	0.3410944422
394	0.3407303126
395	0.3402236313
396	0.3398414967
397	0.3394894821
398	0.3392197772
399	0.3389913194
400	0.338521942
401	0.3382491979
402	0.3375885339
403	0.3369261936
404	0.3367254384
405	0.3358147206
406	0.3355050357
407	0.3351668537
408	0.3344950283
409	0.3340515107
410	0.3337381771
411	0.3334112112
412	0.3330484561
413	0.3325320341
414	0.3321045342
415	0.3316930434
416	0.3313648068
417	0.3311558931
418	0.3306233385
419	0.3301419487
420	0.3297251389
421	0.32915439
422	0.3287303478
423	0.3281309961
424	0.3275406994
425	0.3272358056
426	0.3268224493
427	0.3262490937
428	0.3256919292
429	0.325339047
430	0.3249435585
431	0.3247074559
432	0.3244378395
433	0.3238281399
434	0.3235144228
435	0.3232352224
436	0.3228099531
437	0.3223844318
438	0.3219961647
439	0.3214006442
440	0.3208772472
441	0.3206691711
442	0.3202629876
443	0.3200738897
444	0.3195474443
445	0.3191927297
446	0.3186973598
447	0.3183850111
448	0.3179696995
449	0.3175393595
450	0.3171571247
451	0.3168172007
452	0.3163912788
453	0.3160504201
454	0.3155754786
455	0.3151604699
456	0.3148959678
457	0.3145335188
458	0.3142716227
459	0.3137908369
460	0.3134547251
461	0.3129571682
462	0.3122678676
463	0.3118829912
464	0.3118189598
465	0.3116362722
466	0.3111375411
467	0.3105462556
468	0.3102366322
469	0.3099376811
470	0.3097287466
471	0.3094790645
472	0.3092907188
473	0.3087373517
474	0.3083713559
475	0.3078962638
476	0.3076813393
477	0.3073821953
478	0.3071590662
479	0.3066565204
480	0.3062625804
481	0.3060625988
482	0.3056915679
483	0.3054305794
484	0.3050274984
485	0.3045661056
486	0.3042676805
487	0.3038868941
488	0.3037230182
489	0.3033750586
490	0.3031574844
491	0.3029128829
492	0.3026489929
493	0.3022148425
494	0.3017947514
495	0.3015818534
496	0.3013354442
497	0.3009218162
498	0.3006292778
499	0.3002358945
500	0.2999331521
501	0.2994692424
502	0.2989390511
503	0.2986925939
504	0.2984004967
505	0.2980239416
506	0.2979255829
507	0.2975679353
508	0.2970922018
509	0.2968961086
510	0.2966103369
511	0.2963717365
512	0.296113378
513	0.2957916493
514	0.2954645993
515	0.2951411783
516	0.294744875
517	0.294497442
518	0.2942455282
519	0.2940381655
520	0.2935614021
521	0.2930293231
522	0.2927008154
523	0.2923554047
524	0.2920898469
525	0.2918618082
526	0.291537479
527	0.2912531796
528	0.2910363723
529	0.2905865355
530	0.2902026902
531	0.2896290501
532	0.2894290428
533	0.289116594
534	0.288811197
535	0.2885808146
536	0.2883045931
537	0.2879002193
538	0.2876561831
539	0.287271652
540	0.2867505477
541	0.2863054251
542	0.2860988108
543	0.2858509317
544	0.28557582
545	0.2853414803
546	0.2850109634
547	0.2845916121
548	0.2843475256
549	0.2840368465
550	0.2836350694
551	0.2832243369
552	0.2828164125
553	0.2825050366
554	0.2821427178
555	0.2818455647
556	0.2814178958
557	0.2810837411
558	0.2808250791
559	0.2803996998
560	0.2800925466
561	0.2798549613
562	0.2795366307
563	0.2792821901
564	0.2788396508
565	0.2785451756
566	0.278346772
567	0.2780180027
568	0.2777570707
569	0.2775801936
570	0.2773507084
571	0.2769829391
572	0.2767284531
573	0.2763754818
574	0.2761094029
575	0.2757019284
576	0.2751745686
577	0.2749078237
578	0.2746944722
579	0.2744506081
580	0.2740716307
581	0.2736875986
582	0.2735618513
583	0.2733862351
584	0.2730586222
585	0.2729130381
586	0.2726275737
587	0.2723020352
588	0.2720196112
589	0.2715836124
590	0.2712683579
591	0.2709246026
592	0.2706487363
593	0.2704308967
594	0.2700888287
595	0.2697775315
596	0.2692532244
597	0.268941416
598	0.2685298477
599	0.2683250793
600	0.2682066799
601	0.2679543176
602	0.2677109942
603	0.2674499934
604	0.2669381985
605	0.2665788021
606	0.2664873305
607	0.2661724631
608	0.2659652221
609	0.2656835121
610	0.2653814456
611	0.2650716379
612	0.2647016528
613	0.2642017996
614	0.2640848578
615	0.2638171739
616	0.2632888261
617	0.2630634689
618	0.2627561928
619	0.2624633398
620	0.2621710116
621	0.261755668
622	0.2614123514
623	0.2611558192
624	0.2609650757
625	0.2605407472
626	0.2602734467
627	0.2599642744
628	0.2597578752
629	0.2593841368
630	0.2591446478
631	0.2586175695
632	0.2583795049
633	0.2578938364
634	0.257573961
635	0.2573754062
636	0.2571178257
637	0.2570306124
638	0.2568160615
639	0.2565983817
640	0.256287968
641	0.2558401884
642	0.255592914
643	0.255307114
644	0.2550245093
645	0.2547818177
646	0.2545882377
647	0.2544071687
648	0.254136818
649	0.2537835283
650	0.2534810305
651	0.2532254728
652	0.2530225048
653	0.2528399413
654	0.2527529001
655	0.252528971
656	0.2523206853
657	0.2520182858
658	0.2517601915
659	0.2513341277
660	0.250987649
661	0.2506782726
662	0.2503007798
663	0.2499932677
664	0.249798803
665	0.249401063
666	0.2490464891
667	0.2488842195
668	0.2485429516
669	0.2482995913
670	0.2481243168
671	0.247789861
672	0.2475804336
673	0.2473630524
674	0.2471959714
675	0.2470255513
676	0.2467171052
677	0.2465438486
678	0.246006592
679	0.2458623439
680	0.2454248814
681	0.2450953402
682	0.2447687006
683	0.2444957532
684	0.2441390618
685	0.2438704279
686	0.2436413101
687	0.2434775731
688	0.2431983075
689	0.2427951737
690	0.2425887536
691	0.2423941303
692	0.2422429139
693	0.2419855767
694	0.2416628956
695	0.2415326514
696	0.2414151369
697	0.2407608131
698	0.2404428966
699	0.2401493763
700	0.239998627
701	0.2397650923
702	0.2394387931
703	0.2391123993
704	0.2388924459
705	0.2386372446
706	0.2382537581
707	0.2377662818
708	0.2375666542
709	0.2371971792
710	0.2369315968
711	0.236524239
712	0.2362232356
713	0.2359614925
714	0.2357855998
715	0.2354930221
716	0.235378548
717	0.2352803429
718	0.2350954997
719	0.2347607182
720	0.2344613223
721	0.2343015548
722	0.2340235981
723	0.2336145357
724	0.2333316766
725	0.2328936968
726	0.2326047826
727	0.2324217312
728	0.2321185943
729	0.2319890949
730	0.231737347
731	0.2315277181
732	0.2312263275
733	0.2309719472
734	0.2307805462
735	0.2304873897
736	0.2302445382
737	0.2298786431
738	0.229607383
739	0.229250549
740	0.2290051008
741	0.2287113875
742	0.2286210773
743	0.2283686977
744	0.228169499
745	0.2277520047
746	0.2275475866
747	0.2272701423
748	0.2270530241
749	0.2268911588
750	0.2267923576
751	0.2264930157
752	0.2262752093
753	0.2261179538
754	0.2259083814
755	0.2256355507
756	0.2255117881
757	0.2254424083
758	0.2251530431
759	0.2249555244
760	0.2246014187
761	0.224502024
762	0.2243243001
763	0.2241275839
764	0.223908712
765	0.2237675055
766	0.2236574778
767	0.2232585642
768	0.2228995463
769	0.2226618504
770	0.2225283225
771	0.222337901
772	0.2220809755
773	0.2219584185
774	0.2217291102
775	0.2214698964
776	0.2213486298
777	0.2211079966
778	0.2209668418
779	0.2206975726
780	0.2205719874
781	0.2204557596
782	0.2201720955
783	0.2199122979
784	0.2197773395
785	0.2194939274
786	0.2191824913
787	0.2189599779
788	0.218795871
789	0.218656036
790	0.2184051423
791	0.2181535566
792	0.2178825976
793	0.2176380784
794	0.2174781499
795	0.2172637613
796	0.2170183056
797	0.2168605082
798	0.2166850567
799	0.2163007837
800	0.2160972136
801	0.2158468605
802	0.2155826792
803	0.2152738854
804	0.2150281655
805	0.2147725108
806	0.2145714133
807	0.2143243711
808	0.2140176419
809	0.2137962481
810	0.2136453181
811	0.213545782
812	0.2133004383
813	0.213067185
814	0.212649091
815	0.2122842885
816	0.2120579506
817	0.2119589503
818	0.2117299395
819	0.2114795803
820	0.2112188892
821	0.2109558152
822	0.2105511919
823	0.2104158254
824	0.2102886045
825	0.2100789105
826	0.2097803834
827	0.2096221914
828	0.2094348386
829	0.2092734084
830	0.2091475516
831	0.2089413859
832	0.2087319364
833	0.2085345885
834	0.2082830618
835	0.2080874554
836	0.2078802364
837	0.2076642599
838	0.2074326609
839	0.2073209359
840	0.2071084792
841	0.2068485009
842	0.2066278003
843	0.2065393728
844	0.2063172773
845	0.2061205377
846	0.2059427057
847	0.2057563951
848	0.2055224598
849	0.2052921081
850	0.2051966203
851	0.205048963
852	0.2048129224
853	0.2046427272
854	0.2045114274
855	0.2043308929
856	0.2041459157
857	0.2038443175
858	0.2035800182
859	0.2034353128
860	0.2032850465
861	0.2030815636
862	0.2029574544
863	0.2027790399
864	0.2026601268
865	0.2024093375
866	0.2022966097
867	0.2021545676
868	0.2018864904
869	0.2017012036
870	0.201574575
871	0.2013964518
872	0.2012692801
873	0.2010144954
874	0.200819469
875	0.2005486193
876	0.2002585807
877	0.2001105756
878	0.199921034
879	0.1997132203
880	0.1994822038
881	0.1992859115
882	0.1990803099
883	0.1989773979
884	0.1987808746
885	0.1984449011
886	0.1982194751
887	0.197793013
888	0.1976369423
889	0.1974515165
890	0.1971724537
891	0.1970315164
892	0.1968201595
893	0.1966291887
894	0.1963473386
895	0.1962342668
896	0.1959817348
897	0.1957838228
898	0.1956374043
899	0.1954355228
900	0.195278502
901	0.1951457373
902	0.1948600786
903	0.1945868694
904	0.194339472
905	0.1941837306
906	0.1940642522
907	0.1937741447
908	0.1935034572
909	0.1930901169
910	0.1929441027
911	0.1927003762
912	0.1925257936
913	0.1923741692
914	0.1921662817
915	0.1919188733
916	0.1917646607
917	0.1915768864
918	0.1915288242
919	0.1914563707
920	0.1911874518
921	0.1909463885
922	0.190696543
923	0.1905698715
924	0.1904510321
925	0.1902985622
926	0.1902437321
927	0.1900913064
928	0.1898100216
929	0.1896091159
930	0.1895100579
931	0.1894319057
932	0.1892369568
933	0.1891234953
934	0.1889017218
935	0.1887132261
936	0.1884804067
937	0.1883580586
938	0.1881037901
939	0.1877224482
940	0.1875230787
941	0.1872936475
942	0.1871602683
943	0.1869372363
944	0.1868645432
945	0.1865631047
946	0.1862932075
947	0.186153348
948	0.1860125237
949	0.1857997179
950	0.1855709147
951	0.185265036
952	0.1850659343
953	0.184883157
954	0.1846202686
955	0.1843233158
956	0.1841500715
957	0.1839517588
958	0.1837607389
959	0.1835065035
960	0.1833449983
961	0.1831501255
962	0.1831098795
963	0.1829677439
964	0.1828787253
965	0.1827356914
966	0.1825861476
967	0.1823624004
968	0.1821731464
969	0.1818407159
970	0.1817124824
971	0.181614979
972	0.1815406674
973	0.1813547857
974	0.1812074725
975	0.1808479201
976	0.1806172096
977	0.1805106303
978	0.1802626357
979	0.1799627862
980	0.1797972033
981	0.1795527775
982	0.1793470358
983	0.1790402378
984	0.1787970386
985	0.1785806405
986	0.1784555113
987	0.1782033062
988	0.1779399557
989	0.1778417592
990	0.1775324959
991	0.1773776344
992	0.1772211286
993	0.1769655267
994	0.1765756288
995	0.1764932773
996	0.1763177655
997	0.1762222125
998	0.1759543763
999	0.1757421334
